fire_time,setup,direction,entry,stop,target,outcome,close_time,bars_held,vix_at_fire,vix_bin,regime,r_multiple
2020-03-31 19:00:00+00:00,ORB Dn,PUT,257.94,260.2634808742471,254.45477868862937,WIN,2020-04-01 13:30:00+00:00,4.0,53.540000915527344,crisis,bear_crisis,1.5
2020-04-01 13:30:00+00:00,EMA Death,PUT,249.315,252.68411084572497,244.26133373141255,TIMEOUT,2020-04-01 18:30:00+00:00,20.0,57.060001373291016,crisis,bear_crisis,0.0
2020-04-06 14:00:00+00:00,RSI Bear,PUT,259.55,262.79130093080875,254.6880486037869,LOSS,2020-04-06 17:45:00+00:00,15.0,45.2400016784668,crisis,bear_crisis,-1.0
2020-04-07 19:45:00+00:00,Vol Bear,PUT,265.1,268.4307818703662,260.10382719445073,LOSS,2020-04-08 13:30:00+00:00,1.0,46.70000076293945,crisis,bear_crisis,-1.0
2020-04-21 15:45:00+00:00,RSI Bull,CALL,273.61,271.32846207438837,277.0323068884175,WIN,2020-04-22 13:30:00+00:00,17.0,45.40999984741211,crisis,bear_crisis,1.5
2020-05-01 13:45:00+00:00,RSI Bull,CALL,285.07,283.081508238762,288.05273764185694,LOSS,2020-05-01 15:45:00+00:00,8.0,37.189998626708984,crisis,bear_crisis,-1.0
2020-05-01 16:00:00+00:00,RSI Bull,CALL,282.9801,281.27986035129305,285.5304594730604,LOSS,2020-05-04 13:30:00+00:00,16.0,37.189998626708984,crisis,bear_crisis,-1.0
2020-05-13 13:45:00+00:00,RSI Bull,CALL,284.85,283.2118380469996,287.30724292950066,LOSS,2020-05-13 15:30:00+00:00,7.0,35.279998779296875,crisis,bear_crisis,-1.0
2020-05-27 19:30:00+00:00,Vol Bull,CALL,302.65,301.38233338605005,304.5514999209248,WIN,2020-05-28 13:30:00+00:00,2.0,27.6200008392334,high,bull_high,1.5
2020-05-29 18:45:00+00:00,Vol Bull,CALL,303.57,301.84858954635365,306.1521156804695,TIMEOUT,2020-06-01 17:15:00+00:00,20.0,27.510000228881836,high,bull_high,0.0
2020-06-02 19:45:00+00:00,Vol Bull,CALL,308.13,307.1834016350567,309.54989754741484,WIN,2020-06-03 13:30:00+00:00,1.0,26.84000015258789,high,bull_high,1.5
2020-06-03 13:30:00+00:00,Vol Bull,CALL,310.58,309.40851580398123,312.3372262940281,WIN,2020-06-03 18:30:00+00:00,20.0,25.65999984741211,high,bull_high,1.5
2020-06-03 19:30:00+00:00,Vol Bull,CALL,312.88,312.1109918344549,314.0335122483176,LOSS,2020-06-03 19:45:00+00:00,1.0,25.65999984741211,high,bull_high,-1.0
2020-06-04 19:45:00+00:00,Vol Bull,CALL,311.31,310.1916571196108,312.9875143205838,WIN,2020-06-05 13:30:00+00:00,1.0,25.809999465942383,high,bull_high,1.5
2020-06-05 13:30:00+00:00,Vol Bull,CALL,318.43,316.6286816110672,321.13197758339925,WIN,2020-06-05 15:30:00+00:00,8.0,24.520000457763672,mid,bull_mid,1.5
2020-06-08 19:30:00+00:00,Vol Bull,CALL,322.54,321.68684997127167,323.81972504309255,LOSS,2020-06-09 13:30:00+00:00,2.0,25.809999465942383,high,bull_high,-1.0
2020-06-10 18:00:00+00:00,Vol Bull,CALL,321.8245,320.48825026194464,323.8288746070831,LOSS,2020-06-10 18:30:00+00:00,2.0,27.56999969482422,high,bull_high,-1.0
2020-06-11 13:45:00+00:00,RSI Bull,CALL,311.65,309.0093372521149,315.6109941218276,LOSS,2020-06-11 14:45:00+00:00,4.0,40.790000915527344,crisis,bull_crisis,-1.0
2020-06-11 15:15:00+00:00,RSI Bull,CALL,308.79,306.43260364853074,312.3260945272039,LOSS,2020-06-11 16:15:00+00:00,4.0,40.790000915527344,crisis,bull_crisis,-1.0
2020-06-11 17:00:00+00:00,RSI Bull,CALL,305.495,303.1450748380596,309.0198877429106,LOSS,2020-06-11 18:00:00+00:00,4.0,40.790000915527344,crisis,bull_crisis,-1.0
2020-06-11 18:15:00+00:00,RSI Bull,CALL,303.95,301.6615133025816,307.38273004612756,LOSS,2020-06-11 18:45:00+00:00,2.0,40.790000915527344,crisis,bull_crisis,-1.0
2020-06-11 19:45:00+00:00,Vol Bear,PUT,300.62,303.2246742396051,296.71298864059236,LOSS,2020-06-12 13:30:00+00:00,1.0,40.790000915527344,crisis,bear_crisis,-1.0
2020-06-15 18:00:00+00:00,Vol Bull,CALL,307.18,304.7500607807695,310.82490882884576,LOSS,2020-06-15 19:30:00+00:00,6.0,34.400001525878906,high,bull_high,-1.0
2020-06-15 19:45:00+00:00,Vol Bull,CALL,307.03,304.7340155492141,310.4739766761787,WIN,2020-06-16 13:30:00+00:00,1.0,34.400001525878906,high,bull_high,1.5
2020-06-16 19:45:00+00:00,Vol Bull,CALL,312.93,310.4453937588937,316.6569093616595,TIMEOUT,2020-06-17 18:15:00+00:00,20.0,33.66999816894531,high,bull_high,0.0
2020-06-18 19:45:00+00:00,Vol Bull,CALL,311.74,310.4745523147155,313.63817152792683,WIN,2020-06-19 13:30:00+00:00,1.0,32.939998626708984,high,bull_high,1.5
2020-06-22 19:45:00+00:00,Vol Bull,CALL,310.68,309.52402770555614,312.41395844166584,WIN,2020-06-23 13:30:00+00:00,1.0,31.770000457763672,high,bull_high,1.5
2020-06-24 14:00:00+00:00,RSI Bull,CALL,307.99,306.48801140118655,310.24298289822025,LOSS,2020-06-24 14:30:00+00:00,2.0,33.84000015258789,high,bull_high,-1.0
2020-06-25 19:15:00+00:00,Vol Bull,CALL,306.69,305.0703889750145,309.11941653747823,LOSS,2020-06-26 13:30:00+00:00,3.0,32.220001220703125,high,bull_high,-1.0
2020-06-26 14:00:00+00:00,ORB Dn,PUT,303.725,305.54642017741855,300.9928697338723,WIN,2020-06-26 14:45:00+00:00,3.0,34.72999954223633,high,bull_high,1.5
2020-06-26 19:45:00+00:00,Vol Bear,PUT,300.01,301.6948079871879,297.4827880192181,LOSS,2020-06-29 13:30:00+00:00,1.0,34.72999954223633,high,bear_high,-1.0
2020-06-30 19:30:00+00:00,Vol Bull,CALL,308.295,307.21461300956474,309.9155804856529,WIN,2020-06-30 19:45:00+00:00,1.0,30.43000030517578,high,bull_high,1.5
2020-06-30 19:45:00+00:00,Vol Bull,CALL,308.57,307.34821208031013,310.40268187953484,WIN,2020-07-01 13:30:00+00:00,1.0,30.43000030517578,high,bull_high,1.5
2020-07-01 19:30:00+00:00,Vol Bull,CALL,311.51,310.41477166825734,313.1528424976139,WIN,2020-07-02 13:30:00+00:00,2.0,28.6200008392334,high,bull_high,1.5
2020-07-02 13:30:00+00:00,Vol Bull,CALL,314.91,313.3049561833444,317.31756572498347,LOSS,2020-07-02 14:45:00+00:00,5.0,27.68000030517578,high,bull_high,-1.0
2020-07-06 19:45:00+00:00,Vol Bull,CALL,316.99,316.04168807166246,318.41246789250636,LOSS,2020-07-07 13:30:00+00:00,1.0,27.940000534057617,high,bull_high,-1.0
2020-07-07 13:30:00+00:00,Vol Bull,CALL,315.735,314.6304960665437,317.3917559001845,WIN,2020-07-07 15:15:00+00:00,7.0,29.43000030517578,high,bull_high,1.5
2020-07-08 19:45:00+00:00,Vol Bull,CALL,316.12,314.9683858546344,317.8474212180484,LOSS,2020-07-09 14:15:00+00:00,4.0,28.079999923706055,high,bull_high,-1.0
2020-07-09 19:45:00+00:00,Vol Bull,CALL,314.42,313.0476430250631,316.4785354624054,LOSS,2020-07-10 14:00:00+00:00,3.0,29.260000228881836,high,bull_high,-1.0
2020-07-10 19:45:00+00:00,Vol Bull,CALL,317.61,316.625858331188,319.08621250321806,WIN,2020-07-13 13:30:00+00:00,1.0,27.290000915527344,high,bull_high,1.5
2020-07-14 13:30:00+00:00,RSI Bull,CALL,314.99,313.149864206116,317.7502036908261,LOSS,2020-07-14 13:45:00+00:00,1.0,29.520000457763672,high,bull_high,-1.0
2020-07-14 19:45:00+00:00,Vol Bull,CALL,318.89,317.01153008003826,321.7077048799426,WIN,2020-07-15 13:30:00+00:00,1.0,29.520000457763672,high,bull_high,1.5
2020-07-15 13:30:00+00:00,Vol Bull,CALL,322.4201,320.27402078860695,325.63921881708956,LOSS,2020-07-15 15:45:00+00:00,9.0,27.760000228881836,high,bull_high,-1.0
2020-07-16 19:45:00+00:00,Vol Bull,CALL,320.81,319.64649373667163,322.55525939499256,TIMEOUT,2020-07-17 18:15:00+00:00,20.0,28.0,high,bull_high,0.0
2020-07-17 19:30:00+00:00,Vol Bull,CALL,322.35,321.5136191896174,323.604571215574,LOSS,2020-07-20 13:30:00+00:00,2.0,25.68000030517578,high,bull_high,-1.0
2020-07-20 19:15:00+00:00,Vol Bull,CALL,324.53,323.86233333744946,325.5314999938258,WIN,2020-07-21 13:30:00+00:00,3.0,24.459999084472656,mid,bull_mid,1.5
2020-07-22 19:00:00+00:00,Vol Bull,CALL,326.3677,325.51415484764294,327.6480177285356,LOSS,2020-07-23 16:00:00+00:00,14.0,24.31999969482422,mid,bull_mid,-1.0
2020-07-23 18:15:00+00:00,RSI Bull,CALL,322.61,321.2990181746307,324.576472738054,LOSS,2020-07-24 13:30:00+00:00,7.0,26.079999923706055,high,bull_high,-1.0
2020-07-24 13:45:00+00:00,RSI Bull,CALL,320.6,318.8852016500647,323.172197524903,TIMEOUT,2020-07-24 18:45:00+00:00,20.0,25.84000015258789,high,bull_high,0.0
2020-07-24 19:45:00+00:00,Vol Bull,CALL,320.86,319.5382445906664,322.8426331140004,WIN,2020-07-27 14:15:00+00:00,4.0,25.84000015258789,high,bull_high,1.5
2020-07-27 19:00:00+00:00,EMA Gold,CALL,322.83,322.0527493020081,323.99587604698775,LOSS,2020-07-28 13:30:00+00:00,4.0,24.739999771118164,mid,bull_mid,-1.0
2020-07-29 14:00:00+00:00,EMA Gold,CALL,323.23,322.2377472960223,324.7183790559666,WIN,2020-07-29 18:30:00+00:00,18.0,24.100000381469727,mid,bull_mid,1.5
2020-07-29 19:30:00+00:00,Vol Bull,CALL,325.26,324.37503646727083,326.58744529909376,LOSS,2020-07-30 13:30:00+00:00,2.0,24.100000381469727,mid,bull_mid,-1.0
2020-07-30 13:45:00+00:00,VWAP Bounce Up,CALL,320.13,318.7748412968637,322.16273805470445,WIN,2020-07-30 15:15:00+00:00,6.0,24.760000228881836,mid,bull_mid,1.5
2020-07-30 17:30:00+00:00,EMA Gold,CALL,323.51,322.29306152789815,325.3354077081528,WIN,2020-07-31 13:30:00+00:00,10.0,24.760000228881836,mid,bull_mid,1.5
2020-07-31 19:15:00+00:00,EMA Gold,CALL,324.63,323.3581079870152,326.5378380194772,WIN,2020-07-31 19:45:00+00:00,2.0,24.459999084472656,mid,bull_mid,1.5
2020-07-31 19:45:00+00:00,Vol Bull,CALL,326.55,325.20941453982437,328.5608781902635,WIN,2020-08-03 14:00:00+00:00,3.0,24.459999084472656,mid,bull_mid,1.5
2020-08-03 19:30:00+00:00,Vol Bull,CALL,329.255,328.4769517272515,330.4220724091227,LOSS,2020-08-04 13:30:00+00:00,2.0,24.280000686645508,mid,bull_mid,-1.0
2020-08-04 19:45:00+00:00,Vol Bull,CALL,330.02,329.2487358551818,331.1768962172273,WIN,2020-08-05 13:30:00+00:00,1.0,23.760000228881836,mid,bull_mid,1.5
2020-08-05 19:45:00+00:00,Vol Bull,CALL,332.06,331.3932666481388,333.06010002779175,LOSS,2020-08-06 13:30:00+00:00,1.0,22.989999771118164,mid,bull_mid,-1.0
2020-08-06 19:15:00+00:00,Vol Bull,CALL,334.13,333.45955349515515,335.1356697572673,LOSS,2020-08-07 13:30:00+00:00,3.0,22.649999618530273,mid,bull_mid,-1.0
2020-08-07 19:45:00+00:00,Vol Bull,CALL,334.55,333.4382007385032,336.2176988922452,LOSS,2020-08-10 14:45:00+00:00,6.0,22.209999084472656,mid,bull_mid,-1.0
2020-08-10 19:45:00+00:00,Vol Bull,CALL,335.55,334.7254570511718,336.7868144232423,WIN,2020-08-11 13:30:00+00:00,1.0,22.1299991607666,mid,bull_mid,1.5
2020-08-11 13:30:00+00:00,Vol Bull,CALL,336.99,336.0518529760881,338.3972205358678,LOSS,2020-08-11 14:00:00+00:00,2.0,24.030000686645508,mid,bull_mid,-1.0
2020-08-11 19:30:00+00:00,VWAP Bounce Up,CALL,333.68,332.5801728273335,335.3297407589998,LOSS,2020-08-11 19:45:00+00:00,1.0,24.030000686645508,mid,bull_mid,-1.0
2020-08-11 19:45:00+00:00,VWAP Bounce Up,CALL,332.82,331.61916048252397,334.62125927621406,WIN,2020-08-12 13:30:00+00:00,1.0,24.030000686645508,mid,bull_mid,1.5
2020-08-14 17:45:00+00:00,EMA Gold,CALL,337.415,336.71841746896905,338.4598737965465,LOSS,2020-08-14 18:30:00+00:00,3.0,22.049999237060547,mid,bull_mid,-1.0
2020-08-14 19:45:00+00:00,Vol Bull,CALL,336.86,336.08582601004434,338.0212609849335,WIN,2020-08-17 13:30:00+00:00,1.0,22.049999237060547,mid,bull_mid,1.5
2020-08-17 14:00:00+00:00,EMA Gold,CALL,337.68,336.8658909417155,338.9011635874267,TIMEOUT,2020-08-17 19:00:00+00:00,20.0,21.350000381469727,mid,bull_mid,0.0
2020-08-18 13:30:00+00:00,Vol Bull,CALL,338.7908,338.25262126219667,339.59806810670494,LOSS,2020-08-18 13:45:00+00:00,1.0,21.510000228881836,mid,bull_mid,-1.0
2020-08-19 19:45:00+00:00,VWAP Bounce Up,CALL,337.22,336.46022433756804,338.359663493648,LOSS,2020-08-20 13:30:00+00:00,1.0,22.540000915527344,mid,bull_mid,-1.0
2020-08-20 19:30:00+00:00,Vol Bull,CALL,338.6,337.913168748041,339.63024687793853,LOSS,2020-08-21 13:30:00+00:00,2.0,22.719999313354492,mid,bull_mid,-1.0
2020-08-21 13:30:00+00:00,Vol Bull,CALL,337.95,337.2121455021374,339.0567817467939,WIN,2020-08-21 18:15:00+00:00,19.0,22.540000915527344,mid,bull_mid,1.5
2020-08-21 19:45:00+00:00,Vol Bull,CALL,339.44,338.81884709520574,340.3717293571914,WIN,2020-08-24 13:30:00+00:00,1.0,22.540000915527344,mid,bull_mid,1.5
2020-08-24 19:45:00+00:00,Vol Bull,CALL,342.94,342.22294217889237,344.0155867316614,TIMEOUT,2020-08-25 18:15:00+00:00,20.0,22.3700008392334,mid,bull_mid,0.0
2020-08-25 19:45:00+00:00,Vol Bull,CALL,344.0999,343.49409791169495,345.00860313245755,WIN,2020-08-26 14:30:00+00:00,5.0,22.030000686645508,mid,bull_mid,1.5
2020-08-26 19:45:00+00:00,Vol Bull,CALL,347.56,346.7147771585305,348.82783426220425,WIN,2020-08-27 13:45:00+00:00,2.0,23.270000457763672,mid,bull_mid,1.5
2020-09-01 19:30:00+00:00,Vol Bull,CALL,352.0301,351.3305822567575,353.0793766148638,WIN,2020-09-02 13:30:00+00:00,2.0,26.1200008392334,high,bull_high,1.5
2020-09-02 19:30:00+00:00,Vol Bull,CALL,358.36,357.4218323314783,359.76725150278264,LOSS,2020-09-03 13:30:00+00:00,2.0,26.56999969482422,high,bull_high,-1.0
2020-09-03 15:30:00+00:00,RSI Bull,CALL,348.65,346.40166246662056,352.02250630006904,LOSS,2020-09-03 16:30:00+00:00,4.0,33.599998474121094,high,bull_high,-1.0
2020-09-08 18:30:00+00:00,ORB Dn,PUT,333.58,335.89054433206746,330.1141835018987,LOSS,2020-09-09 13:30:00+00:00,6.0,31.459999084472656,high,bull_high,-1.0
2020-09-14 19:30:00+00:00,Vol Bull,CALL,339.3,337.84125713940404,341.488114290894,WIN,2020-09-15 13:30:00+00:00,2.0,25.850000381469727,high,bull_high,1.5
2020-09-16 18:30:00+00:00,Vol Bull,CALL,342.4,341.370012678425,343.9449809823625,LOSS,2020-09-16 18:45:00+00:00,1.0,26.040000915527344,high,bull_high,-1.0
2020-09-18 14:45:00+00:00,ORB Dn,PUT,332.78,334.63733736065393,329.99399395901906,WIN,2020-09-18 17:15:00+00:00,10.0,25.829999923706055,high,bull_high,1.5
2020-09-21 14:15:00+00:00,ORB Dn,PUT,322.71,324.9707182136251,319.3189226795623,LOSS,2020-09-21 19:15:00+00:00,20.0,27.780000686645508,high,bull_high,-1.0
2020-09-25 14:00:00+00:00,ORB Dn,PUT,321.97,324.10665061744106,318.76502407383845,LOSS,2020-09-25 14:15:00+00:00,1.0,26.3799991607666,high,bull_high,-1.0
2020-09-28 14:30:00+00:00,RSI Bear,PUT,333.79,335.62356964880547,331.03964552679184,TIMEOUT,2020-09-28 19:30:00+00:00,20.0,26.190000534057617,high,bull_high,0.0
2020-09-29 14:30:00+00:00,ORB Dn,PUT,333.32,334.540578626277,331.4891320605845,TIMEOUT,2020-09-29 19:30:00+00:00,20.0,26.270000457763672,high,bull_high,0.0
2020-10-01 19:45:00+00:00,Vol Bull,CALL,337.03,335.52818703548786,339.2827194467681,LOSS,2020-10-02 13:30:00+00:00,1.0,26.700000762939453,high,bull_high,-1.0
2020-10-05 19:45:00+00:00,Vol Bull,CALL,339.73,338.77962628433755,341.1555605734937,LOSS,2020-10-06 15:45:00+00:00,10.0,27.959999084472656,high,bull_high,-1.0
2020-10-08 19:45:00+00:00,Vol Bull,CALL,343.73,342.9299086471656,344.9301370292516,WIN,2020-10-09 13:30:00+00:00,1.0,26.360000610351562,high,bull_high,1.5
2020-10-09 19:45:00+00:00,Vol Bull,CALL,346.84,346.02563460596696,348.0615480910495,WIN,2020-10-12 13:30:00+00:00,1.0,25.0,high,bull_high,1.5
2020-10-15 13:30:00+00:00,Vol Bull,CALL,344.7541,342.99210324429146,347.39709513356274,TIMEOUT,2020-10-15 18:30:00+00:00,20.0,26.969999313354492,high,bull_high,0.0
2020-10-15 19:30:00+00:00,Vol Bull,CALL,347.81,346.66124365075774,349.53313452386345,WIN,2020-10-16 14:00:00+00:00,4.0,26.969999313354492,high,bull_high,1.5
2020-10-16 14:15:00+00:00,Vol Bull,CALL,350.62,349.32666091290235,352.5600086306465,LOSS,2020-10-16 15:00:00+00:00,3.0,27.40999984741211,high,bull_high,-1.0
2020-10-19 19:00:00+00:00,RSI Bull,CALL,342.37,341.02619083760123,344.38571374359816,WIN,2020-10-20 13:45:00+00:00,5.0,29.18000030517578,high,bull_high,1.5
2020-10-20 19:30:00+00:00,Vol Bull,CALL,344.71,343.04370380976,347.20944428535995,LOSS,2020-10-21 15:00:00+00:00,8.0,29.350000381469727,high,bull_high,-1.0
2020-10-23 19:45:00+00:00,Vol Bull,CALL,345.76,344.842252270346,347.1366215944809,LOSS,2020-10-26 13:30:00+00:00,1.0,27.549999237060547,high,bull_high,-1.0
2020-10-27 19:45:00+00:00,ORB Dn,PUT,338.25,339.48443853603465,336.39834219594803,WIN,2020-10-28 13:30:00+00:00,1.0,33.349998474121094,high,bull_high,1.5
2020-11-03 15:30:00+00:00,RSI Bear,PUT,336.9808,339.0584046700079,333.8643929949881,TIMEOUT,2020-11-03 20:30:00+00:00,20.0,35.54999923706055,crisis,bull_crisis,0.0
2020-11-04 14:30:00+00:00,Vol Bull,CALL,340.96,338.7322314201726,344.301652869741,WIN,2020-11-04 15:00:00+00:00,2.0,29.56999969482422,high,bull_high,1.5
2020-11-06 20:15:00+00:00,Vol Bull,CALL,350.01,348.83338825938404,351.7749176109239,WIN,2020-11-09 14:30:00+00:00,3.0,24.860000610351562,mid,bull_mid,1.5
2020-11-10 15:30:00+00:00,VWAP Bounce Up,CALL,350.8702,348.31744885253846,354.6993267211924,WIN,2020-11-10 17:00:00+00:00,6.0,24.799999237060547,mid,bull_mid,1.5
2020-11-11 15:30:00+00:00,EMA Gold,CALL,355.7299,353.8324940337659,358.57600894935115,TIMEOUT,2020-11-11 20:30:00+00:00,20.0,23.450000762939453,mid,bull_mid,0.0
2020-11-11 20:45:00+00:00,Vol Bull,CALL,356.62,355.41350500311603,358.42974249532597,LOSS,2020-11-12 14:30:00+00:00,1.0,23.450000762939453,mid,bull_mid,-1.0
2020-11-13 16:45:00+00:00,EMA Gold,CALL,356.27,354.8671720508863,358.37424192367047,WIN,2020-11-13 20:30:00+00:00,15.0,23.100000381469727,mid,bull_mid,1.5
2020-11-13 20:30:00+00:00,Vol Bull,CALL,358.74,357.6339542674897,360.39906859876544,WIN,2020-11-16 14:30:00+00:00,2.0,23.100000381469727,mid,bull_mid,1.5
2020-11-16 20:45:00+00:00,Vol Bull,CALL,362.44,361.32652462445736,364.11021306331395,LOSS,2020-11-17 14:30:00+00:00,1.0,22.450000762939453,mid,bull_mid,-1.0
2020-11-17 15:15:00+00:00,Vol Bull,CALL,359.46,358.0703991774033,361.544401233895,WIN,2020-11-17 17:00:00+00:00,7.0,22.709999084472656,mid,bull_mid,1.5
2020-11-17 20:30:00+00:00,Vol Bull,CALL,360.435,359.4144625047798,361.9658062428303,LOSS,2020-11-18 18:45:00+00:00,19.0,22.709999084472656,mid,bull_mid,-1.0
2020-11-18 20:30:00+00:00,VWAP Bounce Up,CALL,357.66,356.561457741154,359.30781338826904,LOSS,2020-11-18 20:45:00+00:00,1.0,23.84000015258789,mid,bull_mid,-1.0
2020-11-18 20:45:00+00:00,VWAP Bounce Up,CALL,356.29,355.07063933107156,358.1190410033927,LOSS,2020-11-19 14:30:00+00:00,1.0,23.84000015258789,mid,bull_mid,-1.0
2020-11-23 20:30:00+00:00,EMA Gold,CALL,357.5399,356.47353373263485,359.1394494010477,WIN,2020-11-24 14:30:00+00:00,2.0,22.65999984741211,mid,bull_mid,1.5
2020-11-24 20:45:00+00:00,Vol Bull,CALL,363.19,362.19203873876626,364.6869418918506,LOSS,2020-11-25 14:45:00+00:00,2.0,21.639999389648438,mid,bull_mid,-1.0
2020-11-27 15:15:00+00:00,Vol Bull,CALL,364.0,363.1358538524442,365.29621922133373,LOSS,2020-11-27 17:00:00+00:00,7.0,20.84000015258789,mid,bull_mid,-1.0
2020-11-30 15:00:00+00:00,VWAP Bounce Up,CALL,361.8202,361.1262105571927,362.861184164211,LOSS,2020-11-30 15:30:00+00:00,2.0,20.56999969482422,mid,bull_mid,-1.0
2020-11-30 15:30:00+00:00,VWAP Bounce Up,CALL,359.3999,358.5074040008447,360.7386439987329,WIN,2020-11-30 15:45:00+00:00,1.0,20.56999969482422,mid,bull_mid,1.5
2020-11-30 19:00:00+00:00,Vol Bull,CALL,361.18,360.3115299834393,362.4827050248411,WIN,2020-12-01 14:30:00+00:00,8.0,20.56999969482422,mid,bull_mid,1.5
2020-12-01 14:45:00+00:00,EMA Gold,CALL,366.17,364.8499933125338,368.1500100311993,TIMEOUT,2020-12-01 19:45:00+00:00,20.0,20.770000457763672,mid,bull_mid,0.0
2020-12-02 20:45:00+00:00,Vol Bull,CALL,366.7599,365.9835230671139,367.9244653993292,WIN,2020-12-03 15:15:00+00:00,4.0,21.170000076293945,mid,bull_mid,1.5
2020-12-03 20:15:00+00:00,Vol Bull,CALL,368.055,367.33704768525644,369.1319284721153,LOSS,2020-12-03 20:30:00+00:00,1.0,21.280000686645508,mid,bull_mid,-1.0
2020-12-04 20:30:00+00:00,Vol Bull,CALL,369.41,368.7287543627601,370.43186845585984,LOSS,2020-12-07 18:00:00+00:00,16.0,20.790000915527344,mid,bull_mid,-1.0
2020-12-07 20:45:00+00:00,Vol Bull,CALL,369.12,368.28576710930497,370.37134933604256,LOSS,2020-12-08 14:30:00+00:00,1.0,21.299999237060547,mid,bull_mid,-1.0
2020-12-08 20:45:00+00:00,Vol Bull,CALL,370.1599,369.51927625994546,371.12083561008177,LOSS,2020-12-09 15:00:00+00:00,3.0,20.68000030517578,mid,bull_mid,-1.0
2020-12-09 18:15:00+00:00,VWAP Bounce Up,CALL,367.4918,366.4845637368247,369.00265439476294,LOSS,2020-12-09 18:45:00+00:00,2.0,22.270000457763672,mid,bull_mid,-1.0
2020-12-09 18:45:00+00:00,VWAP Bounce Up,CALL,366.05,364.9440916914458,367.7088624628313,WIN,2020-12-09 20:45:00+00:00,8.0,22.270000457763672,mid,bull_mid,1.5
2020-12-11 20:45:00+00:00,Vol Bull,CALL,366.28,365.2971079770193,367.754338034471,WIN,2020-12-14 14:30:00+00:00,1.0,23.309999465942383,mid,bull_mid,1.5
2020-12-14 14:45:00+00:00,EMA Gold,CALL,369.52,368.29536351079724,371.35695473380406,LOSS,2020-12-14 15:45:00+00:00,4.0,24.719999313354492,mid,bull_mid,-1.0
2020-12-14 20:45:00+00:00,VWAP Bounce Up,CALL,364.61,363.49191194052594,366.2871320892111,WIN,2020-12-15 14:30:00+00:00,1.0,24.719999313354492,mid,bull_mid,1.5
2020-12-15 16:45:00+00:00,EMA Gold,CALL,367.1597,365.9877044392165,368.91769334117527,WIN,2020-12-15 18:00:00+00:00,5.0,22.889999389648438,mid,bull_mid,1.5
2020-12-15 20:45:00+00:00,Vol Bull,CALL,369.57,368.6939679639842,370.8840480540236,TIMEOUT,2020-12-16 19:15:00+00:00,20.0,22.889999389648438,mid,bull_mid,0.0
2020-12-17 20:45:00+00:00,Vol Bull,CALL,372.21,371.5785596627895,373.1571605058158,LOSS,2020-12-18 14:30:00+00:00,1.0,21.93000030517578,mid,bull_mid,-1.0
2020-12-18 14:45:00+00:00,VWAP Bounce Up,CALL,369.62,368.74171726026236,370.93742410960647,LOSS,2020-12-18 15:00:00+00:00,1.0,21.56999969482422,mid,bull_mid,-1.0
2020-12-18 15:00:00+00:00,VWAP Bounce Up,CALL,369.37,368.4505231702436,370.74921524463457,LOSS,2020-12-18 15:30:00+00:00,2.0,21.56999969482422,mid,bull_mid,-1.0
2020-12-18 15:30:00+00:00,VWAP Bounce Up,CALL,368.93,367.9528235498529,370.3957646752206,LOSS,2020-12-18 16:15:00+00:00,3.0,21.56999969482422,mid,bull_mid,-1.0
2020-12-18 16:15:00+00:00,VWAP Bounce Up,CALL,368.37,367.3134263079544,369.95486053806843,LOSS,2020-12-18 19:45:00+00:00,14.0,21.56999969482422,mid,bull_mid,-1.0
2020-12-18 19:45:00+00:00,VWAP Bounce Up,CALL,367.59,366.72106722637625,368.8933991604356,WIN,2020-12-18 20:45:00+00:00,4.0,21.56999969482422,mid,bull_mid,1.5
2020-12-18 20:45:00+00:00,Vol Bull,CALL,369.13,367.9970179626336,370.8294730560496,LOSS,2020-12-21 14:30:00+00:00,1.0,21.56999969482422,mid,bull_mid,-1.0
2020-12-21 15:30:00+00:00,RSI Bull,CALL,363.28,361.5773226936695,365.8340159594957,WIN,2020-12-21 17:15:00+00:00,7.0,25.15999984741211,high,bull_high,1.5
2020-12-21 20:45:00+00:00,Vol Bull,CALL,367.93,366.1278287982623,370.6332568026066,LOSS,2020-12-22 16:30:00+00:00,9.0,25.15999984741211,high,bull_high,-1.0
2020-12-23 14:45:00+00:00,EMA Gold,CALL,368.98,367.851542646484,370.672686030274,TIMEOUT,2020-12-23 19:45:00+00:00,20.0,23.309999465942383,mid,bull_mid,0.0
2020-12-23 20:30:00+00:00,Vol Bull,CALL,369.008,368.41682322432246,369.8947651635163,LOSS,2020-12-23 20:45:00+00:00,1.0,23.309999465942383,mid,bull_mid,-1.0
2020-12-24 17:45:00+00:00,EMA Gold,CALL,368.9899,368.2687402215091,370.0716396677363,WIN,2020-12-28 14:30:00+00:00,13.0,21.530000686645508,mid,bull_mid,1.5
2020-12-28 16:30:00+00:00,Vol Bull,CALL,371.9489,371.3365381488569,372.8674427767146,WIN,2020-12-29 14:30:00+00:00,18.0,21.700000762939453,mid,bull_mid,1.5
2020-12-31 19:15:00+00:00,EMA Gold,CALL,372.44,371.89871372997993,373.2519294050301,WIN,2020-12-31 20:00:00+00:00,3.0,22.75,mid,bull_mid,1.5
2020-12-31 20:00:00+00:00,Vol Bull,CALL,373.43,372.83078774226163,374.32881838660757,WIN,2020-12-31 20:45:00+00:00,3.0,22.75,mid,bull_mid,1.5
