date,open,high,low,close,volume
2024-05-31,159.5,159.88,144.94,152.58,277810
2024-06-03,159.44,164.31,158,160.47,130320
2024-06-04,162.89,168.95,162.85,163.88,151490
2024-06-05,167.29,171.48,165.37,169.45,201050
2024-06-06,171.09,171.85,165.81,165.81,116180
2024-06-07,167.19,170.79,159.52,160.13,126310
2024-06-10,159.26,164.23,159.26,160.11,74890
2024-06-11,153.64,155.68,149,155.37,183790
2024-06-12,163.43,169.1,160.31,160.35,129350
2024-06-13,155.59,156.8,144.2,148.38,341770
2024-06-14,151.25,153.32,146.29,149.44,213860
2024-06-17,147.58,155.41,142.8,150.72,94650
2024-06-18,145.3,150.94,145.25,147.03,107480
2024-06-20,149.6,150.08,142.5,146.96,150790
2024-06-21,142.1,148.82,141.42,148.63,122200
2024-06-24,139.91,144.74,132.91,137.22,217640
2024-06-25,139.83,149.35,139.6,149.35,124930
2024-06-26,147.19,149.7,144.8,145.75,103110
2024-06-27,148.12,153.74,147.64,152.57,114820
2024-06-28,151.75,151.75,137.19,137.75,346650
2024-07-01,141.75,142.59,136.53,136.6,270520
2024-07-02,136.65,138.05,130.97,131.61,134550
2024-07-03,130,131.36,127.8,130.32,93420
2024-07-05,121.35,129.5,120.8,128.23,191200
2024-07-08,131.1,131.8,126.94,129.1,109910
2024-07-09,129.85,131.58,127.81,130.06,130450
2024-07-10,132.71,134.32,129.98,130.43,87060
2024-07-11,140.82,141.45,134.28,136.04,176400
2024-07-12,135.14,143.14,133.77,139.73,158510
2024-07-15,150.61,163.7,149.5,161.14,341620
2024-07-16,161.23,167.2,158,166.71,224030
2024-07-17,162.97,167.08,153.35,159.67,189830
2024-07-18,162.37,162.75,151.94,155.77,173430
2024-07-19,157.48,178.05,157.24,178.04,189740
2024-07-22,178.29,180.8,175.02,180.33,199090
2024-07-23,175.18,178.96,172.1,172.4,142340
2024-07-24,175.19,176.02,167.22,167.22,166700
2024-07-25,160.65,167.16,151.28,160.43,258430
2024-07-26,171.21,177,171.16,175.26,206490
2024-07-29,181.95,183,167.54,169.06,154410
2024-07-30,168.71,168.71,159.82,160.91,119250
2024-07-31,164.62,167.65,161,161.49,127260
2024-08-01,161.15,161.75,148.45,151.17,211380
2024-08-02,149.92,159.14,142,144.78,356670
2024-08-05,105.17,134.69,103.58,131.06,383170
2024-08-06,132.05,139.15,128,137.1,216840
2024-08-07,140.74,142.16,124.33,124.7,183860
2024-08-08,130.72,136.675,128.25,135.92,179441
2024-08-09,135.675,136.245,129.7,135.44,177902
2024-08-12,133.205,138.71,129.44,131.39,107840
2024-08-13,132.285,139.67,130.57,135.29,133269
2024-08-14,136,137.01,129.36,130.31,149159
2024-08-15,132.44,139,130.85,131.715,148395
2024-08-16,132.665,136.055,127.725,132.975,160462
2024-08-19,133.29,136.22,131.7,135.25,87009
2024-08-20,139.89,141.29,130.66,133.705,130944
2024-08-21,133,142.39,133,141.445,147496
2024-08-22,141.53,141.54,133.71,133.8,143013
2024-08-23,136.43,151.655,135.82,149.98,247340
2024-08-26,148.49,152.29,146.7,146.93,180941
2024-08-27,144.55,145.04,138.255,140,162814
2024-08-28,137.53,138.2,130.82,132.09,159353
2024-08-29,137.19,139.4,131.04,132.665,364961
2024-08-30,133.57,135.21,128.49,132.47,131321
2024-09-03,131.69,131.69,122.21,122.42,157691
2024-09-04,120.23,125.9,118,124.93,130081
2024-09-05,122.63,126.43,119.48,119.67,116016
2024-09-06,123.045,124.44,113.84,114.29,206203
2024-09-09,119.385,125.15,118.15,124.87,155654
2024-09-10,123.825,129.8,121.76,129.67,176168
2024-09-11,124.805,130.98,121.49,129.33,182351
2024-09-12,128.87,134.035,127.31,130.79,152490
2024-09-13,131.045,142.97,129.985,141.4,301178
2024-09-16,137.01,137.76,132.79,134.65,155369
2024-09-17,137.62,140.08,128.92,131.32,538392
2024-09-18,130.095,139.31,128.64,132.6,237258
2024-09-19,140.73,148.79,139.68,144.715,383781
2024-09-20,144.265,148.02,141.77,144.745,151824
2024-09-23,147.48,151.34,145.6,149.96,159181
2024-09-24,150.17,154.22,146.935,153.87,147310
2024-09-25,152.205,157.81,151.55,151.94,131560
2024-09-26,157.475,167.46,156.42,166.04,361224
2024-09-27,170.85,179.425,168.32,176.315,297180
2024-09-30,168.83,175.49,167.42,168.585,202417
2024-10-01,168.75,169.25,157.03,162.68,265037
2024-10-02,160.51,173.6,159.33,164.57,262102
2024-10-03,162.91,165.685,157.99,163.42,154667
2024-10-04,166.85,176.54,164.11,176.45,244092
2024-10-07,179.92,191.8,179.02,186.105,369259
2024-10-08,186.095,198.41,184.55,192.19,325933
2024-10-09,189.82,198.245,185.6,188.9,197125
2024-10-10,192.08,192.08,178,183.36,244075
2024-10-11,188.69,212.725,187.545,212.72,419363
2024-10-14,224.9,226.875,201.48,201.65,427808
2024-10-15,206.595,211,189.8,194.4,456639
2024-10-16,200.22,200.56,192,194.01,336444
2024-10-17,192.685,198.64,186.12,193.61,176276
2024-10-18,197.85,218.63,197.16,215.7,283479
2024-10-21,214.48,223.09,208.59,219.05,269638
2024-10-22,216.82,221.14,212.34,219.67,161938
2024-10-23,215.01,222.82,205,214.03,211338
2024-10-24,220.09,236.205,219.67,236.205,296650
2024-10-25,236.32,245.37,228.12,234.23,398467
2024-10-28,244.525,259.435,243.26,255.32,274884
2024-10-29,264.25,267.44,251.34,258.4,295713
2024-10-30,246.45,255.6,239.28,247.37,291493
2024-10-31,251.09,252.77,237.11,244.44,373391
2024-11-01,245.49,255.45,225.98,229.61,358930
2024-11-04,227.03,231.465,220.85,223.15,358594
2024-11-05,233.615,243.12,225.5,227.81,241612
2024-11-06,260.15,261.2,242.845,257.87,475400
2024-11-07,256.645,280.58,253.06,270.9,407701
2024-11-08,275.44,279.27,262.69,270.56,343139
2024-11-11,296.98,351.33,293.52,339.8,1024614
2024-11-12,332.83,360.68,325.8,356.62,625093
2024-11-13,366.57,382.83,321.85,328.63,937173
2024-11-14,342.2,347.71,318.63,327.67,488677
2024-11-15,336.6,349.735,324.29,340.12,514515
2024-11-18,345.16,388.32,340.34,384.79,435527
2024-11-19,389.64,448.98,381.48,430.81,868674
2024-11-20,463.68,504.425,457.96,473.745,1118455
2024-11-21,535.375,542.8,372.75,397.19,2158854
2024-11-22,403.39,452.65,394,421.59,1231498
2024-11-25,438.445,438.75,384.31,402.82,512624
2024-11-26,381.74,402.61,339,353.97,779444
2024-11-27,384.355,397.54,373.22,388.93,546464
2024-11-29,404.82,417.315,381.32,386.69,299403
2024-12-02,393.645,398.44,374.51,380.13,319576
2024-12-03,367.05,392.505,363.58,373.44,237553
2024-12-04,379.92,409.91,365.91,405.9,420513
2024-12-05,439.6,444.87,379.47,386.43,660893
2024-12-06,395.595,404.93,384.12,395.1,321621
2024-12-09,392.35,399.6,363.675,365.4,277098
2024-12-10,373.55,379.34,356.11,377.43,276143
2024-12-11,386.36,412.47,385.625,411.65,491655
2024-12-12,413.5,415.57,386.42,391.87,344203
2024-12-13,400.78,409.68,389.26,408.95,276691
2024-12-16,425.58,437.505,406.52,408.54,564569
2024-12-17,413.07,415.35,386.01,386.55,298049
2024-12-18,385.02,390,338.21,349.74,392898
2024-12-19,365.34,367.13,323.67,326.72,405921
2024-12-20,318.3,364.79,317.22,364.23,523328
2024-12-23,358.39,359,341.17,344.29,70229
2024-12-24,343.75,360.855,342.82,359.145,226917
2024-12-26,349.74,351.285,340.18,341.28,143461
2024-12-27,342.3,342.705,323.28,330.54,155197
2024-12-30,319.3,319.82,302.13,302.8,276001
2024-12-31,315.565,317.53,285.12,289.56,447306
2025-01-02,300.235,309.97,292.55,300.265,368133
2025-01-03,303.65,343.205,302.31,339.5,284280
2025-01-06,350,382.99,336.3,379.18,459237
2025-01-07,366.25,371.05,335.34,341.705,415387
2025-01-08,331.88,343.97,317.31,331.635,244513
2025-01-10,330.08,336.92,317.99,327.89,279915
2025-01-13,309.95,329.23,304.265,328.665,279326
2025-01-14,343.46,354.85,331.36,342.2,283454
2025-01-15,357.81,367.96,353.3,360.83,209498
2025-01-16,358.98,370.175,346.19,366.7,216387
2025-01-17,383.28,398.39,380.3,396.73,408793
2025-01-21,395.715,404.285,368.005,389.09,424093
2025-01-22,384.675,390.31,371.22,377.27,190349
2025-01-23,371.69,390.015,370.905,373.01,348845
2025-01-24,377.665,378.11,351.19,353.45,229626
2025-01-27,340.5,356.15,322.37,348.2,286513
2025-01-28,343.4,347.71,333.41,336.03,163292
2025-01-29,338.03,343.52,329.67,341.21,127240
2025-01-30,346.09,355.845,338.69,340.3,164706
2025-01-31,340.095,352.29,332.03,334.23,260818
2025-02-03,310,348.74,309.5,347.1,292408
2025-02-04,341.53,353.59,340.45,348.27,216993
2025-02-05,349.165,352.36,333.67,336.44,207802
2025-02-06,338.575,344.255,320.84,325.31,270273
2025-02-07,335.03,344.36,327.01,327.57,258665
2025-02-10,333.33,340.16,328.56,334.57,165803
2025-02-11,332.85,338.19,318.82,319.52,151775
2025-02-12,315.82,331.05,314.425,326.71,135704
2025-02-13,325.785,330.25,317.4,324.91,225430
2025-02-14,325.06,344.84,324.335,337.55,215821
2025-02-18,337.355,340.11,326.96,334.05,119945
2025-02-19,336.99,340.025,317.225,318.71,615682
2025-02-20,323.72,327.56,315.05,323.78,134306
2025-02-21,327.3,328.95,299.25,299.56,289980
2025-02-24,303.44,303.44,276.52,282.69,296874
2025-02-25,268.1,270,243.8,250.455,820092
2025-02-26,245.53,264.31,244.12,263.62,523603
2025-02-27,267.06,271.16,239.57,240.01,365957
