date,open,high,low,close,volume
2022-04-20,7.34,7.34,6.93,6.955,1016800
2022-04-21,7.03,7.09,6.48,6.6,1608727
2022-04-22,6.57,6.66,6.325,6.41,644218
2022-04-25,6.25,6.605,6.23,6.55,893119
2022-04-26,6.49,6.49,6.14,6.295,1833855
2022-04-27,6.2,6.455,6.09,6.14,567404
2022-04-28,6.25,6.535,6.02,6.45,711515
2022-04-29,6.52,6.745,6.1,6.115,418025
2022-05-02,6.105,6.34,6.01,6.34,769142
2022-05-03,6.31,6.42,6.185,6.4,572833
2022-05-04,6.36,7.17,6.2,7.15,1556767
2022-05-05,7.06,7.09,6.575,6.825,1018921
2022-05-06,6.84,6.86,6.345,6.45,729052
2022-05-09,6.22,6.39,5.79,5.95,815499
2022-05-10,5.74,5.79,4.825,5.245,2831571
2022-05-11,5.19,5.605,4.955,5.49,2169970
2022-05-12,5.33,5.79,5.05,5.665,1370257
2022-05-13,6.06,6.85,6.02,6.75,1383317
2022-05-16,7.01,7.225,6.85,6.9,1042063
2022-05-17,7.1,7.33,6.96,7.04,853639
2022-05-18,6.9,7.555,6.83,7.23,580987
2022-05-19,7.25,7.99,7.16,7.745,760520
2022-05-20,8.02,8.04,7.13,7.5,704421
2022-05-23,7.36,7.47,7.1,7.27,354889
2022-05-24,7.02,7.13,6.62,6.73,550842
2022-05-25,6.78,7.155,6.78,7.02,486044
2022-05-26,7.05,7.385,6.96,7.14,695350
2022-05-27,7.3,7.665,7.2,7.55,442985
2022-05-31,7.49,7.695,7.265,7.49,1274469
2022-06-01,7.495,7.615,6.95,7.05,559161
2022-06-02,7.04,7.42,6.96,7.42,432693
2022-06-03,7.15,7.245,6.89,6.975,487512
2022-06-06,7.075,7.26,6.775,6.855,753293
2022-06-07,6.72,6.9,6.68,6.88,527888
2022-06-08,6.77,6.96,6.615,6.65,463713
2022-06-09,6.63,6.66,6.11,6.115,618587
2022-06-10,5.97,6.23,5.85,5.93,558568
2022-06-13,5.58,5.73,5.345,5.61,1104709
2022-06-14,5.74,6.035,5.725,5.92,889620
2022-06-15,5.95,6.155,5.685,5.93,972886
2022-06-16,5.7,5.83,5.445,5.485,589860
2022-06-17,5.565,5.845,5.53,5.705,1224410
2022-06-21,5.84,5.97,5.72,5.73,923560
2022-06-22,5.61,5.79,5.54,5.61,534549
2022-06-23,5.67,5.92,5.63,5.775,566210
2022-06-24,5.84,6.18,5.795,6.115,781229
2022-06-27,6.1,6.155,5.85,5.925,359162
2022-06-28,5.89,5.965,5.505,5.57,497775
2022-06-29,5.5,5.55,5.34,5.53,792225
2022-06-30,5.45,5.495,5.235,5.275,658723
2022-07-01,5.21,5.48,5.21,5.4,474343
2022-07-05,5.26,5.84,5.145,5.84,386258
2022-07-06,5.785,6.1,5.785,5.9,365746
2022-07-07,5.915,6.275,5.855,6.26,479775
2022-07-08,5.98,6.365,5.965,6.185,344336
2022-07-11,6.015,6.04,5.82,6.005,192134
2022-07-12,5.995,6.225,5.905,6.02,639967
2022-07-13,5.855,6.055,5.75,5.945,319467
2022-07-14,5.91,5.965,5.76,5.92,212249
2022-07-15,5.98,6.3,5.935,6.285,255066
2022-07-18,6.35,6.59,6.34,6.36,189039
2022-07-19,6.485,6.63,6.27,6.62,199824
2022-07-20,6.69,7.07,6.68,6.965,274854
2022-07-21,6.985,7.14,6.905,7.055,458350
2022-07-22,7.06,7.06,6.53,6.63,273461
2022-07-25,6.49,6.59,6.37,6.46,157460
2022-07-26,6.365,6.37,6.12,6.145,209660
2022-07-27,6.29,6.46,6.2,6.45,220057
2022-07-28,6.45,6.55,6.09,6.305,275375
2022-07-29,6.24,6.37,6.155,6.315,273305
2022-08-01,6.255,6.4,6.145,6.355,485049
2022-08-02,6.32,6.625,6.32,6.42,941074
2022-08-03,7.285,8.42,7.055,8.22,1886762
2022-08-04,8.165,8.52,7.86,8.24,653215
2022-08-05,8.01,8.255,7.82,7.96,1122976
2022-08-08,8.1,8.485,7.88,7.99,1107331
2022-08-09,7.66,7.75,7.25,7.4,634719
2022-08-10,7.79,7.94,7.51,7.815,704897
2022-08-11,8.05,8.135,7.37,7.4,1173938
2022-08-12,7.515,7.7,7.3,7.645,557222
2022-08-15,7.55,7.69,7.39,7.6,567224
2022-08-16,7.48,7.8,7.195,7.58,591816
2022-08-17,7.41,7.41,6.825,6.87,647934
2022-08-18,6.95,6.95,6.62,6.67,505763
2022-08-19,6.505,6.51,6.275,6.32,456606
2022-08-22,6.13,6.31,6.01,6.09,1091842
2022-08-23,6.155,6.25,6.015,6.165,2238108
2022-08-24,6.69,6.87,6.37,6.45,1845103
2022-08-25,6.6,6.72,6.4,6.675,754180
2022-08-26,6.84,6.84,6.13,6.185,899902
2022-08-29,6.07,6.22,5.97,6.01,744053
2022-08-30,6.1,6.125,5.82,5.925,503548
2022-08-31,5.97,6.07,5.87,5.925,355616
2022-09-01,5.82,5.86,5.61,5.855,416003
2022-09-02,5.975,6,5.7,5.74,329948
2022-09-06,5.71,5.78,5.58,5.635,269278
